pair_ID,sentence_A,sentence_B,entailment_AB,entailment_BA
7921,A dog is running towards a ball,There is no dog running through a field and chasing a ball,A_neutral_B,B_contradicts_A
7922,A dog is running through a field and is chasing a ball,A dog is running towards a toy,A_entails_B,B_neutral_A
7923,A dog is not running towards a ball,A dog is running through a field and is chasing a ball,A_contradicts_B,B_contradicts_A
7924,A dog is running through a field and is chasing a ball,A dog is running towards a ball,A_entails_B,B_neutral_A
7925,Four athletes are with a man in a crowded stadium,Four athletes are with a person in a crowded stadium,A_entails_B,B_neutral_A
7926,Four athletes are with a man in a crowded stadium,Four athletes are with a woman in a crowded stadium,A_neutral_B,B_contradicts_A
7927,A person in a pink jacket is running onto the field,A person in pink is running onto the field,A_entails_B,B_neutral_A
7928,A person in a pink jacket is running onto the field,A person in a pink jacket is not running onto the field,A_contradicts_B,B_contradicts_A
7929,A person in pink is running onto the field,Four athletes are with a man in a crowded stadium,A_neutral_B,B_neutral_A
7930,Four athletes are with a man in a crowded stadium,A person in a pink jacket is not running onto the field,A_neutral_B,B_neutral_A
7931,Four athletes are with a person in a crowded stadium,A person in a pink jacket is running onto the field,A_neutral_B,B_neutral_A
7932,A person in a pink jacket is running onto the field,Four athletes are with a woman in a crowded stadium,A_neutral_B,B_neutral_A
7933,A person in a pink jacket is running onto the field,Four athletes are with a man in a crowded stadium,A_neutral_B,B_neutral_A
7934,A fur scarf is being held by an Asian woman,An Asian woman is holding a fur scarf,A_entails_B,B_entails_A
7935,An Asian woman is holding a fur scarf,There is no Asian woman holding a fur scarf,A_contradicts_B,B_contradicts_A
7936,A woman dressed in elegant clothing is inside a crowd of people and is looking down,An elegant woman is inside a crowd of people and is looking down,A_entails_B,B_entails_A
7937,A woman dressed in elegant clothing is inside a crowd of people and is looking up,A woman dressed in elegant clothing is inside a crowd of people and is looking down,A_contradicts_B,B_neutral_A
7938,An Asian woman is holding a fur scarf,An elegant woman is inside a crowd of people and is looking down,A_neutral_B,B_neutral_A
7939,An Asian woman is holding a fur scarf,A woman dressed in elegant clothing is inside a crowd of people and is looking up,A_neutral_B,B_neutral_A
7940,A woman dressed in elegant clothing is inside a crowd of people and is looking down,A fur scarf is being held by an Asian woman,A_neutral_B,B_neutral_A
7941,There is no Asian woman holding a fur scarf,A woman dressed in elegant clothing is inside a crowd of people and is looking down,A_neutral_B,B_neutral_A
7942,An Asian woman is holding a fur scarf,A woman dressed in elegant clothing is inside a crowd of people and is looking down,A_neutral_B,B_neutral_A
7943,A boy is running through the sea at the beach,A boy is running through the water at the beach,A_entails_B,B_neutral_A
7944,A girl is running through the water at the beach,A boy is running through the water at the beach,A_neutral_B,B_neutral_A
7945,A boy in a white t-shirt is splashing in shallow water,A kid in a white t-shirt is splashing in shallow water,A_entails_B,B_neutral_A
7946,A boy in a white t-shirt is splashing in shallow water,There is no boy in a white t-shirt splashing in shallow water,A_contradicts_B,B_contradicts_A
7947,A kid in a white t-shirt is splashing in shallow water,A boy is running through the water at the beach,A_neutral_B,B_neutral_A
7948,There is no boy in a white t-shirt splashing in shallow water,A boy is running through the water at the beach,A_neutral_B,B_neutral_A
7949,A boy in a white t-shirt is splashing in shallow water,A boy is running through the sea at the beach,A_neutral_B,B_neutral_A
7950,A girl is running through the water at the beach,A boy in a white t-shirt is splashing in shallow water,A_neutral_B,B_neutral_A
7951,A boy in a white t-shirt is splashing in shallow water,A boy is running through the water at the beach,A_neutral_B,B_neutral_A
7952,Two tall basketball players are scrambling for the ball on the court,Two basketball players are scrambling for the ball on the court,A_entails_B,B_neutral_A
7953,Two football players are scrambling for the ball on the court,Two basketball players are scrambling for the ball on the court,A_neutral_B,B_neutral_A
7954,A basketball player is on the court floor and another one is grabbing the ball,A basketball player is on the court floor and the ball is being grabbed by another one,A_entails_B,B_entails_A
7955,A basketball player is on the court floor and another one is grabbing the ball,There is no basketball player on the court floor and no one is grabbing the ball,A_contradicts_B,B_contradicts_A
7956,A basketball player is on the court floor and the ball is being grabbed by another one,Two basketball players are scrambling for the ball on the court,A_entails_B,B_entails_A
7957,There is no basketball player on the court floor and no one is grabbing the ball,Two basketball players are scrambling for the ball on the court,A_contradicts_B,B_contradicts_A
7958,Two tall basketball players are scrambling for the ball on the court,A basketball player is on the court floor and another one is grabbing the ball,A_neutral_B,B_neutral_A
7959,Two football players are scrambling for the ball on the court,A basketball player is on the court floor and another one is grabbing the ball,A_neutral_B,B_neutral_A
7960,A basketball player is on the court floor and another one is grabbing the ball,Two basketball players are scrambling for the ball on the court,A_entails_B,B_neutral_A
7961,The white dogs are looking curiously at the black llama,The white dogs are looking at the black llama,A_entails_B,B_neutral_A
7962,The white dogs aren't looking curiously at the black llama,The white dogs are looking curiously at the black llama,A_contradicts_B,B_contradicts_A
7963,The black llama is curiously looking at the white dogs,The white dogs are looking curiously at the black llama,A_neutral_B,B_neutral_A
7964,A black sheep is standing near three white dogs,A black sheep is standing close to three white dogs,A_entails_B,B_entails_A
7965,A black sheep is standing near three white dogs,A black sheep is standing far from three white dogs,A_contradicts_B,B_contradicts_A
7966,The white dogs are looking curiously at the black llama,A black sheep is standing close to three white dogs,A_neutral_B,B_neutral_A
7967,A black sheep is standing far from three white dogs,The white dogs are looking curiously at the black llama,A_neutral_B,B_neutral_A
7968,A black sheep is standing near three white dogs,The white dogs are looking at the black llama,A_neutral_B,B_neutral_A
7969,The white dogs aren't looking curiously at the black llama,A black sheep is standing near three white dogs,A_neutral_B,B_neutral_A
7970,The black llama is curiously looking at the white dogs,A black sheep is standing near three white dogs,A_neutral_B,B_neutral_A
7971,The white dogs are looking curiously at the black llama,A black sheep is standing near three white dogs,A_neutral_B,B_neutral_A
7972,Two poodles are in the snow and one is jumping high,Two poodles are in the snow and one is jumping,A_entails_B,B_neutral_A
7973,Two poodles are in the snow and one is lying down,Two poodles are in the snow and one is jumping high,A_neutral_B,B_neutral_A
7974,A grey dog is jumping toward a black and white dog in the soft snow,A grey dog is jumping toward a black and white dog in the snow,A_entails_B,B_neutral_A
7975,A grey dog is jumping toward a black and white dog in the snow,A grey dog is jumping toward a black and white dog in the water,A_neutral_B,B_neutral_A
7976,A grey dog is jumping toward a black and white dog in the soft snow,Two poodles are in the snow and one is jumping high,A_neutral_B,B_neutral_A
7977,Two poodles are in the snow and one is jumping high,A grey dog is jumping toward a black and white dog in the water,A_neutral_B,B_neutral_A
7978,Two poodles are in the snow and one is jumping,A grey dog is jumping toward a black and white dog in the snow,A_neutral_B,B_neutral_A
7979,A grey dog is jumping toward a black and white dog in the snow,Two poodles are in the snow and one is lying down,A_neutral_B,B_neutral_A
7980,Two poodles are in the snow and one is jumping high,A grey dog is jumping toward a black and white dog in the snow,A_neutral_B,B_neutral_A
7981,The man surrounded by photographers is wearing a gray suit and glasses,The man surrounded by men with a camera is wearing a gray suit and glasses,A_entails_B,B_entails_A
7982,The man surrounded by photographers is wearing a gray suit and glasses,The woman surrounded by photographers is wearing a gray suit and glasses,A_neutral_B,B_neutral_A
7983,A man in a elegant dress is being surrounded by photographers,A man in a suit is being surrounded by photographers,A_neutral_B,B_neutral_A
7984,A man in a suit is not being surrounded by photographers,A man in a suit is being surrounded by photographers,A_contradicts_B,B_contradicts_A
7985,A photographer is being surrounded by men,A man in a suit is being surrounded by photographers,A_neutral_B,B_neutral_A
7986,A man in a elegant dress is being surrounded by photographers,The man surrounded by photographers is wearing a gray suit and glasses,A_neutral_B,B_neutral_A
7987,The man surrounded by photographers is wearing a gray suit and glasses,A man in a suit is not being surrounded by photographers,A_contradicts_B,B_contradicts_A
7988,A photographer is being surrounded by men,The man surrounded by photographers is wearing a gray suit and glasses,A_neutral_B,B_neutral_A
7989,The man surrounded by men with a camera is wearing a gray suit and glasses,A man in a suit is being surrounded by photographers,A_entails_B,B_neutral_A
7990,The woman surrounded by photographers is wearing a gray suit and glasses,A man in a suit is being surrounded by photographers,A_neutral_B,B_neutral_A
